Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
CR9,NO,05/07/2020 23:00,,ug m-3,P
CR9,NO,06/07/2020 00:00,,ug m-3,P
CR9,NO,06/07/2020 01:00,,ug m-3,P
CR9,NO,06/07/2020 02:00,,ug m-3,P
CR9,NO,06/07/2020 03:00,,ug m-3,P
CR9,NO,06/07/2020 04:00,,ug m-3,P
CR9,NO,06/07/2020 05:00,,ug m-3,P
CR9,NO,06/07/2020 06:00,,ug m-3,P
CR9,NO,06/07/2020 07:00,,ug m-3,P
CR9,NO,06/07/2020 08:00,,ug m-3,P
CR9,NO,06/07/2020 09:00,,ug m-3,P
CR9,NO,06/07/2020 10:00,,ug m-3,P
CR9,NO,06/07/2020 11:00,,ug m-3,P
CR9,NO,06/07/2020 12:00,,ug m-3,P
CR9,NO,06/07/2020 13:00,,ug m-3,P
CR9,NO,06/07/2020 14:00,,ug m-3,P
CR9,NO,06/07/2020 15:00,,ug m-3,P
CR9,NO,06/07/2020 16:00,,ug m-3,P
CR9,NO,06/07/2020 17:00,,ug m-3,P
CR9,NO,06/07/2020 18:00,,ug m-3,P
CR9,NO,06/07/2020 19:00,,ug m-3,P
CR9,NO,06/07/2020 20:00,,ug m-3,P
CR9,NO,06/07/2020 21:00,,ug m-3,P
CR9,NO,06/07/2020 22:00,,ug m-3,P
CR9,NO,06/07/2020 23:00,,ug m-3,P
CR9,NO,07/07/2020 00:00,,ug m-3,P
CR9,NO,07/07/2020 01:00,,ug m-3,P
CR9,NO,07/07/2020 02:00,,ug m-3,P
CR9,NO,07/07/2020 03:00,,ug m-3,P
CR9,NO,07/07/2020 04:00,,ug m-3,P
CR9,NO,07/07/2020 05:00,,ug m-3,P
CR9,NO,07/07/2020 06:00,,ug m-3,P
CR9,NO,07/07/2020 07:00,,ug m-3,P
CR9,NO,07/07/2020 08:00,,ug m-3,P
CR9,NO,07/07/2020 09:00,,ug m-3,P
CR9,NO,07/07/2020 10:00,,ug m-3,P
CR9,NO,07/07/2020 11:00,,ug m-3,P
CR9,NO,07/07/2020 12:00,,ug m-3,P
CR9,NO,07/07/2020 13:00,,ug m-3,P
CR9,NO,07/07/2020 14:00,,ug m-3,P
CR9,NO,07/07/2020 15:00,,ug m-3,P
CR9,NO,07/07/2020 16:00,,ug m-3,P
CR9,NO,07/07/2020 17:00,,ug m-3,P
CR9,NO,07/07/2020 18:00,,ug m-3,P
CR9,NO,07/07/2020 19:00,,ug m-3,P
CR9,NO,07/07/2020 20:00,,ug m-3,P
CR9,NO,07/07/2020 21:00,,ug m-3,P
CR9,NO,07/07/2020 22:00,,ug m-3,P
CR9,NO,07/07/2020 23:00,,ug m-3,P
CR9,NO,08/07/2020 00:00,,ug m-3,P
CR9,NO,08/07/2020 01:00,,ug m-3,P
CR9,NO,08/07/2020 02:00,,ug m-3,P
CR9,NO,08/07/2020 03:00,,ug m-3,P
CR9,NO,08/07/2020 04:00,,ug m-3,P
CR9,NO,08/07/2020 05:00,,ug m-3,P
CR9,NO,08/07/2020 06:00,,ug m-3,P
CR9,NO,08/07/2020 07:00,,ug m-3,P
CR9,NO,08/07/2020 08:00,,ug m-3,P
CR9,NO,08/07/2020 09:00,,ug m-3,P
CR9,NO,08/07/2020 10:00,,ug m-3,P
CR9,NO,08/07/2020 11:00,,ug m-3,P
CR9,NO,08/07/2020 12:00,,ug m-3,P
CR9,NO,08/07/2020 13:00,,ug m-3,P
CR9,NO,08/07/2020 14:00,,ug m-3,P
CR9,NO,08/07/2020 15:00,,ug m-3,P
CR9,NO,08/07/2020 16:00,,ug m-3,P
CR9,NO,08/07/2020 17:00,,ug m-3,P
CR9,NO,08/07/2020 18:00,,ug m-3,P
CR9,NO,08/07/2020 19:00,,ug m-3,P
CR9,NO,08/07/2020 20:00,,ug m-3,P
CR9,NO,08/07/2020 21:00,,ug m-3,P
CR9,NO,08/07/2020 22:00,,ug m-3,P
CR9,NO,08/07/2020 23:00,,ug m-3,P
CR9,NO,09/07/2020 00:00,,ug m-3,P
CR9,NO,09/07/2020 01:00,,ug m-3,P
CR9,NO,09/07/2020 02:00,,ug m-3,P
CR9,NO,09/07/2020 03:00,,ug m-3,P
CR9,NO,09/07/2020 04:00,,ug m-3,P
CR9,NO,09/07/2020 05:00,,ug m-3,P
CR9,NO,09/07/2020 06:00,,ug m-3,P
CR9,NO,09/07/2020 07:00,,ug m-3,P
CR9,NO,09/07/2020 08:00,,ug m-3,P
CR9,NO,09/07/2020 09:00,,ug m-3,P
CR9,NO,09/07/2020 10:00,,ug m-3,P
CR9,NO,09/07/2020 11:00,,ug m-3,P
CR9,NO,09/07/2020 12:00,,ug m-3,P
CR9,NO,09/07/2020 13:00,,ug m-3,P
CR9,NO,09/07/2020 14:00,,ug m-3,P
CR9,NO,09/07/2020 15:00,,ug m-3,P
CR9,NO,09/07/2020 16:00,,ug m-3,P
CR9,NO,09/07/2020 17:00,,ug m-3,P
CR9,NO,09/07/2020 18:00,,ug m-3,P
CR9,NO,09/07/2020 19:00,,ug m-3,P
CR9,NO,09/07/2020 20:00,,ug m-3,P
CR9,NO,09/07/2020 21:00,,ug m-3,P
CR9,NO,09/07/2020 22:00,,ug m-3,P
CR9,NO,09/07/2020 23:00,,ug m-3,P
CR9,NO,10/07/2020 00:00,,ug m-3,P
CR9,NO,10/07/2020 01:00,,ug m-3,P
CR9,NO,10/07/2020 02:00,,ug m-3,P
CR9,NO,10/07/2020 03:00,,ug m-3,P
CR9,NO,10/07/2020 04:00,,ug m-3,P
CR9,NO,10/07/2020 05:00,,ug m-3,P
CR9,NO,10/07/2020 06:00,,ug m-3,P
CR9,NO,10/07/2020 07:00,,ug m-3,P
CR9,NO,10/07/2020 08:00,,ug m-3,P
CR9,NO,10/07/2020 09:00,,ug m-3,P
CR9,NO,10/07/2020 10:00,,ug m-3,P
CR9,NO,10/07/2020 11:00,,ug m-3,P
CR9,NO,10/07/2020 12:00,,ug m-3,P
CR9,NO,10/07/2020 13:00,,ug m-3,P
CR9,NO,10/07/2020 14:00,,ug m-3,P
CR9,NO,10/07/2020 15:00,,ug m-3,P
CR9,NO,10/07/2020 16:00,,ug m-3,P
CR9,NO,10/07/2020 17:00,,ug m-3,P
CR9,NO,10/07/2020 18:00,,ug m-3,P
CR9,NO,10/07/2020 19:00,,ug m-3,P
CR9,NO,10/07/2020 20:00,,ug m-3,P
CR9,NO,10/07/2020 21:00,,ug m-3,P
CR9,NO,10/07/2020 22:00,,ug m-3,P
CR9,NO,10/07/2020 23:00,,ug m-3,P
CR9,NO,11/07/2020 00:00,,ug m-3,P
CR9,NO,11/07/2020 01:00,,ug m-3,P
CR9,NO,11/07/2020 02:00,,ug m-3,P
CR9,NO,11/07/2020 03:00,,ug m-3,P
CR9,NO,11/07/2020 04:00,,ug m-3,P
CR9,NO,11/07/2020 05:00,,ug m-3,P
CR9,NO,11/07/2020 06:00,,ug m-3,P
CR9,NO,11/07/2020 07:00,,ug m-3,P
CR9,NO,11/07/2020 08:00,,ug m-3,P
CR9,NO,11/07/2020 09:00,,ug m-3,P
CR9,NO,11/07/2020 10:00,,ug m-3,P
CR9,NO,11/07/2020 11:00,,ug m-3,P
CR9,NO,11/07/2020 12:00,,ug m-3,P
CR9,NO,11/07/2020 13:00,,ug m-3,P
CR9,NO,11/07/2020 14:00,,ug m-3,P
CR9,NO,11/07/2020 15:00,,ug m-3,P
CR9,NO,11/07/2020 16:00,,ug m-3,P
CR9,NO,11/07/2020 17:00,,ug m-3,P
CR9,NO,11/07/2020 18:00,,ug m-3,P
CR9,NO,11/07/2020 19:00,,ug m-3,P
CR9,NO,11/07/2020 20:00,,ug m-3,P
CR9,NO,11/07/2020 21:00,,ug m-3,P
CR9,NO,11/07/2020 22:00,,ug m-3,P
CR9,NO,11/07/2020 23:00,,ug m-3,P
CR9,NO,12/07/2020 00:00,,ug m-3,P
CR9,NO,12/07/2020 01:00,,ug m-3,P
CR9,NO,12/07/2020 02:00,,ug m-3,P
CR9,NO,12/07/2020 03:00,,ug m-3,P
CR9,NO,12/07/2020 04:00,,ug m-3,P
CR9,NO,12/07/2020 05:00,,ug m-3,P
CR9,NO,12/07/2020 06:00,,ug m-3,P
CR9,NO,12/07/2020 07:00,,ug m-3,P
CR9,NO,12/07/2020 08:00,,ug m-3,P
CR9,NO,12/07/2020 09:00,,ug m-3,P
CR9,NO,12/07/2020 10:00,,ug m-3,P
CR9,NO,12/07/2020 11:00,,ug m-3,P
CR9,NO,12/07/2020 12:00,,ug m-3,P
CR9,NO,12/07/2020 13:00,,ug m-3,P
CR9,NO,12/07/2020 14:00,,ug m-3,P
CR9,NO,12/07/2020 15:00,,ug m-3,P
CR9,NO,12/07/2020 16:00,,ug m-3,P
CR9,NO,12/07/2020 17:00,,ug m-3,P
CR9,NO,12/07/2020 18:00,,ug m-3,P
CR9,NO,12/07/2020 19:00,,ug m-3,P
CR9,NO,12/07/2020 20:00,,ug m-3,P
CR9,NO,12/07/2020 21:00,,ug m-3,P
CR9,NO,12/07/2020 22:00,,ug m-3,P
CR9,NO,12/07/2020 23:00,,ug m-3,P
CR9,NO,13/07/2020 00:00,,ug m-3,P
CR9,NO,13/07/2020 01:00,,ug m-3,P
CR9,NO,13/07/2020 02:00,,ug m-3,P
CR9,NO,13/07/2020 03:00,,ug m-3,P
CR9,NO,13/07/2020 04:00,,ug m-3,P
CR9,NO,13/07/2020 05:00,,ug m-3,P
CR9,NO,13/07/2020 06:00,,ug m-3,P
CR9,NO,13/07/2020 07:00,,ug m-3,P
CR9,NO,13/07/2020 08:00,,ug m-3,P
CR9,NO,13/07/2020 09:00,,ug m-3,P
CR9,NO,13/07/2020 10:00,,ug m-3,P
CR9,NO,13/07/2020 11:00,,ug m-3,P
CR9,NO,13/07/2020 12:00,,ug m-3,P
CR9,NO,13/07/2020 13:00,,ug m-3,P
CR9,NO,13/07/2020 14:00,,ug m-3,P
CR9,NO,13/07/2020 15:00,,ug m-3,P
CR9,NO,13/07/2020 16:00,,ug m-3,P
CR9,NO,13/07/2020 17:00,,ug m-3,P
CR9,NO,13/07/2020 18:00,,ug m-3,P
CR9,NO,13/07/2020 19:00,,ug m-3,P
CR9,NO,13/07/2020 20:00,,ug m-3,P
CR9,NO,13/07/2020 21:00,,ug m-3,P
CR9,NO,13/07/2020 22:00,,ug m-3,P
CR9,NO,13/07/2020 23:00,,ug m-3,P
CR9,NO,14/07/2020 00:00,,ug m-3,P
CR9,NO,14/07/2020 01:00,,ug m-3,P
CR9,NO,14/07/2020 02:00,,ug m-3,P
CR9,NO,14/07/2020 03:00,,ug m-3,P
CR9,NO,14/07/2020 04:00,,ug m-3,P
CR9,NO,14/07/2020 05:00,,ug m-3,P
CR9,NO,14/07/2020 06:00,,ug m-3,P
CR9,NO,14/07/2020 07:00,,ug m-3,P
CR9,NO,14/07/2020 08:00,,ug m-3,P
CR9,NO,14/07/2020 09:00,,ug m-3,P
CR9,NO,14/07/2020 10:00,,ug m-3,P
CR9,NO,14/07/2020 11:00,,ug m-3,P
CR9,NO,14/07/2020 12:00,,ug m-3,P
CR9,NO,14/07/2020 13:00,,ug m-3,P
CR9,NO,14/07/2020 14:00,,ug m-3,P
CR9,NO,14/07/2020 15:00,,ug m-3,P
CR9,NO,14/07/2020 16:00,,ug m-3,P
CR9,NO,14/07/2020 17:00,,ug m-3,P
CR9,NO,14/07/2020 18:00,,ug m-3,P
CR9,NO,14/07/2020 19:00,,ug m-3,P
CR9,NO,14/07/2020 20:00,,ug m-3,P
CR9,NO,14/07/2020 21:00,,ug m-3,P
CR9,NO,14/07/2020 22:00,,ug m-3,P
CR9,NO,14/07/2020 23:00,,ug m-3,P
CR9,NO,15/07/2020 00:00,,ug m-3,P
CR9,NO,15/07/2020 01:00,,ug m-3,P
CR9,NO,15/07/2020 02:00,,ug m-3,P
CR9,NO,15/07/2020 03:00,,ug m-3,P
CR9,NO,15/07/2020 04:00,,ug m-3,P
CR9,NO,15/07/2020 05:00,,ug m-3,P
CR9,NO,15/07/2020 06:00,,ug m-3,P
CR9,NO,15/07/2020 07:00,,ug m-3,P
CR9,NO,15/07/2020 08:00,,ug m-3,P
CR9,NO,15/07/2020 09:00,,ug m-3,P
CR9,NO,15/07/2020 10:00,,ug m-3,P
CR9,NO,15/07/2020 11:00,,ug m-3,P
CR9,NO,15/07/2020 12:00,,ug m-3,P
CR9,NO,15/07/2020 13:00,,ug m-3,P
CR9,NO,15/07/2020 14:00,,ug m-3,P
CR9,NO,15/07/2020 15:00,,ug m-3,P
CR9,NO,15/07/2020 16:00,,ug m-3,P
CR9,NO,15/07/2020 17:00,,ug m-3,P
CR9,NO,15/07/2020 18:00,,ug m-3,P
CR9,NO,15/07/2020 19:00,,ug m-3,P
CR9,NO,15/07/2020 20:00,,ug m-3,P
CR9,NO,15/07/2020 21:00,,ug m-3,P
CR9,NO,15/07/2020 22:00,,ug m-3,P
CR9,NO,15/07/2020 23:00,,ug m-3,P
CR9,NO,16/07/2020 00:00,,ug m-3,P
CR9,NO,16/07/2020 01:00,,ug m-3,P
CR9,NO,16/07/2020 02:00,,ug m-3,P
CR9,NO,16/07/2020 03:00,,ug m-3,P
CR9,NO,16/07/2020 04:00,,ug m-3,P
CR9,NO,16/07/2020 05:00,,ug m-3,P
CR9,NO,16/07/2020 06:00,,ug m-3,P
CR9,NO,16/07/2020 07:00,,ug m-3,P
CR9,NO,16/07/2020 08:00,,ug m-3,P
CR9,NO,16/07/2020 09:00,,ug m-3,P
CR9,NO,16/07/2020 10:00,,ug m-3,P
CR9,NO,16/07/2020 11:00,,ug m-3,P
CR9,NO,16/07/2020 12:00,,ug m-3,P
CR9,NO,16/07/2020 13:00,,ug m-3,P
CR9,NO,16/07/2020 14:00,,ug m-3,P
CR9,NO,16/07/2020 15:00,,ug m-3,P
CR9,NO,16/07/2020 16:00,,ug m-3,P
CR9,NO,16/07/2020 17:00,,ug m-3,P
CR9,NO,16/07/2020 18:00,,ug m-3,P
CR9,NO,16/07/2020 19:00,,ug m-3,P
CR9,NO,16/07/2020 20:00,,ug m-3,P
CR9,NO,16/07/2020 21:00,,ug m-3,P
CR9,NO,16/07/2020 22:00,,ug m-3,P
CR9,NO,16/07/2020 23:00,,ug m-3,P
CR9,NO,17/07/2020 00:00,,ug m-3,P
CR9,NO,17/07/2020 01:00,,ug m-3,P
CR9,NO,17/07/2020 02:00,,ug m-3,P
CR9,NO,17/07/2020 03:00,,ug m-3,P
CR9,NO,17/07/2020 04:00,,ug m-3,P
CR9,NO,17/07/2020 05:00,,ug m-3,P
CR9,NO,17/07/2020 06:00,,ug m-3,P
CR9,NO,17/07/2020 07:00,,ug m-3,P
CR9,NO,17/07/2020 08:00,,ug m-3,P
CR9,NO,17/07/2020 09:00,,ug m-3,P
CR9,NO,17/07/2020 10:00,,ug m-3,P
CR9,NO,17/07/2020 11:00,,ug m-3,P
CR9,NO,17/07/2020 12:00,,ug m-3,P
CR9,NO,17/07/2020 13:00,,ug m-3,P
CR9,NO,17/07/2020 14:00,,ug m-3,P
CR9,NO,17/07/2020 15:00,,ug m-3,P
CR9,NO,17/07/2020 16:00,,ug m-3,P
CR9,NO,17/07/2020 17:00,,ug m-3,P
CR9,NO,17/07/2020 18:00,,ug m-3,P
CR9,NO,17/07/2020 19:00,,ug m-3,P
CR9,NO,17/07/2020 20:00,,ug m-3,P
CR9,NO,17/07/2020 21:00,,ug m-3,P
CR9,NO,17/07/2020 22:00,,ug m-3,P
CR9,NO,17/07/2020 23:00,,ug m-3,P
CR9,NO,18/07/2020 00:00,,ug m-3,P
CR9,NO,18/07/2020 01:00,,ug m-3,P
CR9,NO,18/07/2020 02:00,,ug m-3,P
CR9,NO,18/07/2020 03:00,,ug m-3,P
CR9,NO,18/07/2020 04:00,,ug m-3,P
CR9,NO,18/07/2020 05:00,,ug m-3,P
CR9,NO,18/07/2020 06:00,,ug m-3,P
CR9,NO,18/07/2020 07:00,,ug m-3,P
CR9,NO,18/07/2020 08:00,,ug m-3,P
CR9,NO,18/07/2020 09:00,,ug m-3,P
CR9,NO,18/07/2020 10:00,,ug m-3,P
CR9,NO,18/07/2020 11:00,,ug m-3,P
CR9,NO,18/07/2020 12:00,,ug m-3,P
CR9,NO,18/07/2020 13:00,,ug m-3,P
CR9,NO,18/07/2020 14:00,,ug m-3,P
CR9,NO,18/07/2020 15:00,,ug m-3,P
CR9,NO,18/07/2020 16:00,,ug m-3,P
CR9,NO,18/07/2020 17:00,,ug m-3,P
CR9,NO,18/07/2020 18:00,,ug m-3,P
CR9,NO,18/07/2020 19:00,,ug m-3,P
CR9,NO,18/07/2020 20:00,,ug m-3,P
CR9,NO,18/07/2020 21:00,,ug m-3,P
CR9,NO,18/07/2020 22:00,,ug m-3,P
CR9,NO,18/07/2020 23:00,,ug m-3,P
CR9,NO,19/07/2020 00:00,,ug m-3,P
CR9,NO,19/07/2020 01:00,,ug m-3,P
CR9,NO,19/07/2020 02:00,,ug m-3,P
CR9,NO,19/07/2020 03:00,,ug m-3,P
CR9,NO,19/07/2020 04:00,,ug m-3,P
CR9,NO,19/07/2020 05:00,,ug m-3,P
CR9,NO,19/07/2020 06:00,,ug m-3,P
CR9,NO,19/07/2020 07:00,,ug m-3,P
CR9,NO,19/07/2020 08:00,,ug m-3,P
CR9,NO,19/07/2020 09:00,,ug m-3,P
CR9,NO,19/07/2020 10:00,,ug m-3,P
CR9,NO,19/07/2020 11:00,,ug m-3,P
CR9,NO,19/07/2020 12:00,,ug m-3,P
CR9,NO,19/07/2020 13:00,,ug m-3,P
CR9,NO,19/07/2020 14:00,,ug m-3,P
CR9,NO,19/07/2020 15:00,,ug m-3,P
CR9,NO,19/07/2020 16:00,,ug m-3,P
CR9,NO,19/07/2020 17:00,,ug m-3,P
CR9,NO,19/07/2020 18:00,,ug m-3,P
CR9,NO,19/07/2020 19:00,,ug m-3,P
CR9,NO,19/07/2020 20:00,,ug m-3,P
CR9,NO,19/07/2020 21:00,,ug m-3,P
CR9,NO,19/07/2020 22:00,,ug m-3,P
CR9,NO,19/07/2020 23:00,,ug m-3,P
CR9,NO,20/07/2020 00:00,,ug m-3,P
CR9,NO,20/07/2020 01:00,,ug m-3,P
CR9,NO,20/07/2020 02:00,,ug m-3,P
CR9,NO,20/07/2020 03:00,,ug m-3,P
CR9,NO,20/07/2020 04:00,,ug m-3,P
CR9,NO,20/07/2020 05:00,,ug m-3,P
CR9,NO,20/07/2020 06:00,,ug m-3,P
CR9,NO,20/07/2020 07:00,,ug m-3,P
CR9,NO,20/07/2020 08:00,,ug m-3,P
CR9,NO,20/07/2020 09:00,,ug m-3,P
CR9,NO,20/07/2020 10:00,,ug m-3,P
CR9,NO,20/07/2020 11:00,,ug m-3,P
CR9,NO,20/07/2020 12:00,,ug m-3,P
CR9,NO,20/07/2020 13:00,,ug m-3,P
CR9,NO,20/07/2020 14:00,,ug m-3,P
CR9,NO,20/07/2020 15:00,,ug m-3,P
CR9,NO,20/07/2020 16:00,,ug m-3,P
CR9,NO,20/07/2020 17:00,,ug m-3,P
CR9,NO,20/07/2020 18:00,,ug m-3,P
CR9,NO,20/07/2020 19:00,,ug m-3,P
CR9,NO,20/07/2020 20:00,,ug m-3,P
CR9,NO,20/07/2020 21:00,,ug m-3,P
CR9,NO,20/07/2020 22:00,,ug m-3,P
CR9,NO,20/07/2020 23:00,,ug m-3,P
CR9,NO,21/07/2020 00:00,,ug m-3,P
CR9,NO,21/07/2020 01:00,,ug m-3,P
CR9,NO,21/07/2020 02:00,,ug m-3,P
CR9,NO,21/07/2020 03:00,,ug m-3,P
CR9,NO,21/07/2020 04:00,,ug m-3,P
CR9,NO,21/07/2020 05:00,,ug m-3,P
CR9,NO,21/07/2020 06:00,,ug m-3,P
CR9,NO,21/07/2020 07:00,,ug m-3,P
CR9,NO,21/07/2020 08:00,,ug m-3,P
CR9,NO,21/07/2020 09:00,,ug m-3,P
CR9,NO,21/07/2020 10:00,,ug m-3,P
CR9,NO,21/07/2020 11:00,,ug m-3,P
CR9,NO,21/07/2020 12:00,,ug m-3,P
CR9,NO,21/07/2020 13:00,,ug m-3,P
CR9,NO,21/07/2020 14:00,,ug m-3,P
CR9,NO,21/07/2020 15:00,,ug m-3,P
CR9,NO,21/07/2020 16:00,,ug m-3,P
CR9,NO,21/07/2020 17:00,,ug m-3,P
CR9,NO,21/07/2020 18:00,,ug m-3,P
CR9,NO,21/07/2020 19:00,,ug m-3,P
CR9,NO,21/07/2020 20:00,,ug m-3,P
CR9,NO,21/07/2020 21:00,,ug m-3,P
CR9,NO,21/07/2020 22:00,,ug m-3,P
CR9,NO,21/07/2020 23:00,,ug m-3,P
CR9,NO,22/07/2020 00:00,,ug m-3,P
CR9,NO,22/07/2020 01:00,,ug m-3,P
CR9,NO,22/07/2020 02:00,,ug m-3,P
CR9,NO,22/07/2020 03:00,,ug m-3,P
CR9,NO,22/07/2020 04:00,,ug m-3,P
CR9,NO,22/07/2020 05:00,,ug m-3,P
CR9,NO,22/07/2020 06:00,,ug m-3,P
CR9,NO,22/07/2020 07:00,,ug m-3,P
CR9,NO,22/07/2020 08:00,,ug m-3,P
CR9,NO,22/07/2020 09:00,,ug m-3,P
CR9,NO,22/07/2020 10:00,,ug m-3,P
CR9,NO,22/07/2020 11:00,,ug m-3,P
CR9,NO,22/07/2020 12:00,,ug m-3,P
CR9,NO,22/07/2020 13:00,,ug m-3,P
CR9,NO,22/07/2020 14:00,,ug m-3,P
CR9,NO,22/07/2020 15:00,,ug m-3,P
CR9,NO,22/07/2020 16:00,,ug m-3,P
CR9,NO,22/07/2020 17:00,,ug m-3,P
CR9,NO,22/07/2020 18:00,,ug m-3,P
CR9,NO,22/07/2020 19:00,,ug m-3,P
CR9,NO,22/07/2020 20:00,,ug m-3,P
CR9,NO,22/07/2020 21:00,,ug m-3,P
CR9,NO,22/07/2020 22:00,,ug m-3,P
CR9,NO,22/07/2020 23:00,,ug m-3,P
CR9,NO,23/07/2020 00:00,,ug m-3,P
CR9,NO,23/07/2020 01:00,,ug m-3,P
CR9,NO,23/07/2020 02:00,,ug m-3,P
CR9,NO,23/07/2020 03:00,,ug m-3,P
CR9,NO,23/07/2020 04:00,,ug m-3,P
CR9,NO,23/07/2020 05:00,,ug m-3,P
CR9,NO,23/07/2020 06:00,,ug m-3,P
CR9,NO,23/07/2020 07:00,,ug m-3,P
CR9,NO,23/07/2020 08:00,,ug m-3,P
CR9,NO,23/07/2020 09:00,,ug m-3,P
CR9,NO,23/07/2020 10:00,,ug m-3,P
CR9,NO,23/07/2020 11:00,,ug m-3,P
CR9,NO,23/07/2020 12:00,,ug m-3,P
CR9,NO,23/07/2020 13:00,,ug m-3,P
CR9,NO,23/07/2020 14:00,,ug m-3,P
CR9,NO,23/07/2020 15:00,,ug m-3,P
CR9,NO,23/07/2020 16:00,,ug m-3,P
CR9,NO,23/07/2020 17:00,,ug m-3,P
CR9,NO,23/07/2020 18:00,,ug m-3,P
CR9,NO,23/07/2020 19:00,,ug m-3,P
CR9,NO,23/07/2020 20:00,,ug m-3,P
CR9,NO,23/07/2020 21:00,,ug m-3,P
CR9,NO,23/07/2020 22:00,,ug m-3,P
CR9,NO,23/07/2020 23:00,,ug m-3,P
CR9,NO,24/07/2020 00:00,,ug m-3,P
CR9,NO,24/07/2020 01:00,,ug m-3,P
CR9,NO,24/07/2020 02:00,,ug m-3,P
CR9,NO,24/07/2020 03:00,,ug m-3,P
CR9,NO,24/07/2020 04:00,,ug m-3,P
CR9,NO,24/07/2020 05:00,,ug m-3,P
CR9,NO,24/07/2020 06:00,,ug m-3,P
CR9,NO,24/07/2020 07:00,,ug m-3,P
CR9,NO,24/07/2020 08:00,,ug m-3,P
CR9,NO,24/07/2020 09:00,,ug m-3,P
CR9,NO,24/07/2020 10:00,,ug m-3,P
CR9,NO,24/07/2020 11:00,,ug m-3,P
CR9,NO,24/07/2020 12:00,,ug m-3,P
CR9,NO,24/07/2020 13:00,,ug m-3,P
CR9,NO,24/07/2020 14:00,,ug m-3,P
CR9,NO,24/07/2020 15:00,,ug m-3,P
CR9,NO,24/07/2020 16:00,,ug m-3,P
CR9,NO,24/07/2020 17:00,,ug m-3,P
CR9,NO,24/07/2020 18:00,,ug m-3,P
CR9,NO,24/07/2020 19:00,,ug m-3,P
CR9,NO,24/07/2020 20:00,,ug m-3,P
CR9,NO,24/07/2020 21:00,,ug m-3,P
CR9,NO,24/07/2020 22:00,,ug m-3,P
CR9,NO,24/07/2020 23:00,,ug m-3,P
CR9,NO,25/07/2020 00:00,,ug m-3,P
CR9,NO,25/07/2020 01:00,,ug m-3,P
CR9,NO,25/07/2020 02:00,,ug m-3,P
CR9,NO,25/07/2020 03:00,,ug m-3,P
CR9,NO,25/07/2020 04:00,,ug m-3,P
CR9,NO,25/07/2020 05:00,,ug m-3,P
CR9,NO,25/07/2020 06:00,,ug m-3,P
CR9,NO,25/07/2020 07:00,,ug m-3,P
CR9,NO,25/07/2020 08:00,,ug m-3,P
CR9,NO,25/07/2020 09:00,,ug m-3,P
CR9,NO,25/07/2020 10:00,,ug m-3,P
CR9,NO,25/07/2020 11:00,,ug m-3,P
CR9,NO,25/07/2020 12:00,,ug m-3,P
CR9,NO,25/07/2020 13:00,,ug m-3,P
CR9,NO,25/07/2020 14:00,,ug m-3,P
CR9,NO,25/07/2020 15:00,,ug m-3,P
CR9,NO,25/07/2020 16:00,,ug m-3,P
CR9,NO,25/07/2020 17:00,,ug m-3,P
CR9,NO,25/07/2020 18:00,,ug m-3,P
CR9,NO,25/07/2020 19:00,,ug m-3,P
CR9,NO,25/07/2020 20:00,,ug m-3,P
CR9,NO,25/07/2020 21:00,,ug m-3,P
CR9,NO,25/07/2020 22:00,,ug m-3,P
CR9,NO,25/07/2020 23:00,,ug m-3,P
CR9,NO,26/07/2020 00:00,,ug m-3,P
CR9,NO,26/07/2020 01:00,,ug m-3,P
CR9,NO,26/07/2020 02:00,,ug m-3,P
CR9,NO,26/07/2020 03:00,,ug m-3,P
CR9,NO,26/07/2020 04:00,,ug m-3,P
CR9,NO,26/07/2020 05:00,,ug m-3,P
CR9,NO,26/07/2020 06:00,,ug m-3,P
CR9,NO,26/07/2020 07:00,,ug m-3,P
CR9,NO,26/07/2020 08:00,,ug m-3,P
CR9,NO,26/07/2020 09:00,,ug m-3,P
CR9,NO,26/07/2020 10:00,,ug m-3,P
CR9,NO,26/07/2020 11:00,,ug m-3,P
CR9,NO,26/07/2020 12:00,,ug m-3,P
CR9,NO,26/07/2020 13:00,,ug m-3,P
CR9,NO,26/07/2020 14:00,,ug m-3,P
CR9,NO,26/07/2020 15:00,,ug m-3,P
CR9,NO,26/07/2020 16:00,,ug m-3,P
CR9,NO,26/07/2020 17:00,,ug m-3,P
CR9,NO,26/07/2020 18:00,,ug m-3,P
CR9,NO,26/07/2020 19:00,,ug m-3,P
CR9,NO,26/07/2020 20:00,,ug m-3,P
CR9,NO,26/07/2020 21:00,,ug m-3,P
CR9,NO,26/07/2020 22:00,,ug m-3,P
CR9,NO,26/07/2020 23:00,,ug m-3,P
CR9,NO,27/07/2020 00:00,,ug m-3,P
CR9,NO,27/07/2020 01:00,,ug m-3,P
CR9,NO,27/07/2020 02:00,,ug m-3,P
CR9,NO,27/07/2020 03:00,,ug m-3,P
CR9,NO,27/07/2020 04:00,,ug m-3,P
CR9,NO,27/07/2020 05:00,,ug m-3,P
CR9,NO,27/07/2020 06:00,,ug m-3,P
CR9,NO,27/07/2020 07:00,,ug m-3,P
CR9,NO,27/07/2020 08:00,,ug m-3,P
CR9,NO,27/07/2020 09:00,,ug m-3,P
CR9,NO,27/07/2020 10:00,,ug m-3,P
CR9,NO,27/07/2020 11:00,,ug m-3,P
