month,amount
2020-01-01,46.50440081245768
2020-02-01,30.07369195283714
2020-03-01,17.878193146417445
2020-04-01,12.641337160316318
2020-05-01,10.99302649930265
2020-06-01,14.307458363504706
2020-07-01,13.482563749138524
2020-08-01,14.285140562248996
2020-09-01,23.30752033875339
2020-10-01,22.765419649880094
2020-11-01,41.398957623349546
2020-12-01,29.905783429724277
